さあ名無しさん、ここは守りたい<>sage<>2013/06/29(土) 19:04:14.35 ID:AAFabzp10<> 勝ちたいんや <>ジェフ千葉実況 vs東京V
さあ名無しさん、ここは守りたい<>sage<>2013/06/29(土) 19:04:46.79 ID:aPQvf6EC0<> <a href="../test/read.cgi/livefoot/1372500254/1" target="_blank">&gt;&gt;1</a> 乙 <br> 危ない立てる所だった <>
さあ名無しさん、ここは守りたい<>sage<>2013/06/29(土) 19:05:28.52 ID:AAFabzp10<> キム怖い <>
さあ名無しさん、ここは守りたい<>sage<>2013/06/29(土) 19:05:48.25 ID:aPQvf6EC0<> キムは豆腐メンタルだからやらかしそう <>
さあ名無しさん、ここは守りたい<>sage<>2013/06/29(土) 19:08:17.42 ID:aPQvf6EC0<> ｷﾀ━━━━━━(ﾟ∀ﾟ)━━━━━━!!!!! <>
さあ名無しさん、ここは守りたい<>sage<>2013/06/29(土) 19:08:18.49 ID:AAFabzp10<> ｷﾀ━━━ヽ(∀ﾟ )人(ﾟ∀ﾟ)人(ﾟ∀ﾟ)人(ﾟ∀ﾟ)人(ﾟ∀ﾟ)人( ﾟ∀)ノ━━!!! <>
さあ名無しさん、ここは守りたい<>sage<>2013/06/29(土) 19:08:50.56 ID:AAFabzp10<> 外すと思ったおれは素人 <>
さあ名無しさん、ここは守りたい<>sage<>2013/06/29(土) 19:09:00.73 ID:aPQvf6EC0<> 二人しかいねぇー <>
さあ名無しさん、ここは守りたい<>sage<>2013/06/29(土) 19:09:08.86 ID:8qufU5wAP<> さすがや <>
さあ名無しさん、ここは守りたい<>sage<>2013/06/29(土) 19:09:44.77 ID:FPciYcQn0<> うめぇｗ <>
さあ名無しさん、ここは守りたい<>sage<>2013/06/29(土) 19:10:02.77 ID:AAFabzp10<> 一気に人数が倍増 <>
現地<>sage<>2013/06/29(土) 19:10:09.67 ID:z9Ysq7H50<> あのコースに決めたのが良いな。 <>
さあ名無しさん、ここは守りたい<>sage<>2013/06/29(土) 19:11:13.75 ID:aPQvf6EC0<> シュンキこえー <>
さあ名無しさん、ここは守りたい<>sage<>2013/06/29(土) 19:11:16.03 ID:AAFabzp10<> 峻希・岡本ナイス <>
さあ名無しさん、ここは守りたい<>sage<>2013/06/29(土) 19:11:40.20 ID:AAFabzp10<> 緑、荒いな。中後か。。。 <>
さあ名無しさん、ここは守りたい<>sage<>2013/06/29(土) 19:11:52.30 ID:df8L4Y520<> おお、いいシュート。 <>
さあ名無しさん、ここは守りたい<>sage<>2013/06/29(土) 19:12:03.21 ID:aPQvf6EC0<> 裏つかれるねー <>
さあ名無しさん、ここは守りたい<>sage<>2013/06/29(土) 19:13:35.07 ID:aPQvf6EC0<> ユースケの守備いいね <>
さあ名無しさん、ここは守りたい<>sage<>2013/06/29(土) 19:14:00.19 ID:AAFabzp10<> まだ攻めの形はできていない <>
さあ名無しさん、ここは守りたい<>sage<>2013/06/29(土) 19:14:44.45 ID:FPciYcQn0<> シュンキナイス <>
さあ名無しさん、ここは守りたい<>sage<>2013/06/29(土) 19:15:01.63 ID:AAFabzp10<> ケンペスのシュート <>
さあ名無しさん、ここは守りたい<>sage<>2013/06/29(土) 19:18:00.07 ID:AAFabzp10<> ナムちゃん抑えきれず <>
さあ名無しさん、ここは守りたい<>sage<>2013/06/29(土) 19:18:49.60 ID:L3c+RNWL0<> 5分 ナム スンウ　 <br> 1-0ですよ <>
さあ名無しさん、ここは守りたい<>sage<>2013/06/29(土) 19:19:48.66 ID:L3c+RNWL0<> GK： 1. 岡本 昌弘 <br> DF： 11. 米倉 恒貴 <br> DF： 20. キム ヒョヌン <br> DF： 5. 山口 智 <br> DF： 33. 高橋 峻希 <br> MF： 16. 佐藤 健太郎 <br> MF： 8. 伊藤 大介 <br> MF： 6. 田中 佑昌 <br> MF： 39. 谷澤 達也 <br> FW： 14. 大塚 翔平 <br> FW： 23. ナム スンウ <>
さあ名無しさん、ここは守りたい<>sage<>2013/06/29(土) 19:19:53.70 ID:Bo2pSodZ0<> <a href="../test/read.cgi/livefoot/1372500254/23" target="_blank">&gt;&gt;23</a> <br> kwsk <>
さあ名無しさん、ここは守りたい<>sage<>2013/06/29(土) 19:20:22.98 ID:AAFabzp10<> パスミスをかっさらって、ドリブルシュート <>
さあ名無しさん、ここは守りたい<>sage<>2013/06/29(土) 19:22:15.00 ID:Bo2pSodZ0<> ありがと <>
さあ名無しさん、ここは守りたい<>sage<>2013/06/29(土) 19:22:33.09 ID:Q3Zilw7Z0<> ナムは銀河へキックオフの竜持みたいだな <>
さあ名無しさん、ここは守りたい<>sage<>2013/06/29(土) 19:22:35.54 ID:PeLfH2mW0<> 今北 <br> 12000超えた？ <br> 巻はベンチにもいないんだな <>
現地<>sage<>2013/06/29(土) 19:23:14.41 ID:z9Ysq7H50<> 緑またメディカルスタッフが選手に声かけてる。 <>
さあ名無しさん、ここは守りたい<>sage<>2013/06/29(土) 19:24:06.68 ID:aPQvf6EC0<> ジャイールいねぇーな… <>
さあ名無しさん、ここは守りたい<>sage<>2013/06/29(土) 19:24:20.36 ID:AAFabzp10<> 10,000超えればいいけど、大きく上回るかな〜 <>
さあ名無しさん、ここは守りたい<>sage<>2013/06/29(土) 19:26:28.68 ID:AAFabzp10<> 中後、もう一枚カレー食っていいぞ <>
さあ名無しさん、ここは守りたい<>sage<>2013/06/29(土) 19:26:31.52 ID:6IeO8bJS0<> 今からでもお前ら行けよｗ <>
さあ名無しさん、ここは守りたい<>sage<>2013/06/29(土) 19:27:01.11 ID:Bo2pSodZ0<> テスト <br> 亮汰みてるか？ <>
さあ名無しさん、ここは守りたい<>sage<>2013/06/29(土) 19:29:31.97 ID:AAFabzp10<> なにやってるんだ？ <>
